rsids	fin_enrichment	phenotype	category	beta	sebeta	mlogp	pval	num_cases
rs2014610	1.1e+0	Heart failure and antihypertensive medication	Cardiometabolic endpoints	-0.0585476	0.0143123	4.36651	4.30021E-05	25827
rs73000102	9.2e-1	Anaphylactic shock due to adverse effect of correct drug or medication properly administered	"XIX Injury, poisoning and certain other consequences of external causes (ST19_)"	1.68656	0.412482	4.36291	4.33601E-05	298
rs4681521	1.4e+0	Mixed conductive and sensorineural hearing loss	VIII Diseases of the ear and mastoid process (H8_)	0.114891	0.0281002	4.36258	0.000043393	3581
rs4544551	1.1e+0	Uterine polyps	XIV Diseases of the genitourinary system (N14_)	0.139757	0.0341897	4.3608	4.35712E-05	2871
rs13321954	1.0e+0	Unspecified diabetes	"IV Endocrine, nutritional and metabolic diseases (E4_)"	0.069651	0.0170417	4.35971	4.36807E-05	7455
rs1007111220	3.1e+0	Alzheimer’s disease (undefined) (more control exclusions)	Neurological endpoints	2.73293	0.668803	4.35823	4.38299E-05	402
rs906747849	No data in gnomAD	Adhesive capsulitis of shoulder	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1.71083	0.418732	4.35716	0.000043938	5538
rs139920489	2.1e+0	Spinal stenosis	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	1.13018	0.276732	4.35396	4.42629E-05	18989
rs1209227582	No data in gnomAD	Vascular dementia (sudden onset)	Neurological endpoints	4.56622	1.11846	4.35129	4.45359E-05	149
rs1259939456	No data in gnomAD	Corneal pigmentations and deposits	VII Diseases of the eye and adnexa (H7_)	7.07118	1.73305	4.34682	4.49966E-05	102
	No data in gnomAD	Duodenal ulcer	XI Diseases of the digestive system (K11_)	1.8646	0.457601	4.33661	0.000046067	3520
rs59383374	No NFEE in gnomAD	Hyperplasia of prostate	XIV Diseases of the genitourinary system (N14_)	0.906267	0.222448	4.33536	4.61998E-05	30066
rs11929151	1.0e+0	"Thyroiditis, unspecified"	"IV Endocrine, nutritional and metabolic diseases (E4_)"	-0.427582	0.104984	4.33304	4.64472E-05	403
rs142194863	No data in gnomAD	"Viral infections of central nervous system, not elsewhere classified/unspecified"	I Certain infectious and parasitic diseases (AB1_)	3.82841	0.940055	4.33252	4.65029E-05	310
	No data in gnomAD	Other protozoal intestinal diseases	I Certain infectious and parasitic diseases (AB1_)	4.36657	1.07247	4.33055	4.67143E-05	336
rs181624390	No NFEE in gnomAD	conjunctival haemorrhage	VII Diseases of the eye and adnexa (H7_)	1.54879	0.380417	4.33019	4.67531E-05	1861
rs184675781	3.0e+0	Obstructed labour due to malposition and malpresentation of fetus	"XV Pregnancy, childbirth and the puerperium (O15_)"	0.304148	0.0747601	4.32465	4.73533E-05	7414
rs1353536606	No data in gnomAD	Type 2 diabetes with renal complications	"IV Endocrine, nutritional and metabolic diseases (E4_)"	5.81214	1.42902	4.32261	4.75762E-05	2684
rs1449162493	No NFEE in gnomAD	Protozoal diseases	I Certain infectious and parasitic diseases (AB1_)	2.06837	0.508699	4.32035	4.78245E-05	663
rs191107323	No NFEE in gnomAD	Codeine or tramadol medication	Drug purchase endpoints	-0.637715	0.156858	4.31951	0.000047917	57823
rs185759936	No data in gnomAD	Brain glioblastoma and astrocytoma (controls excluding all cancers)	"II Neoplasms, from cancer register (ICD-O-3)"	3.37412	0.829938	4.31941	4.79281E-05	327
rs114476328	1.2e+0	Malignant neoplasm of colon (controls excluding all cancers)	"II Neoplasms, from cancer register (ICD-O-3)"	0.676979	0.166551	4.31788	4.80972E-05	3935
	No data in gnomAD	"Blindness or visual impairment, binocular"	VII Diseases of the eye and adnexa (H7_)	6.58918	1.62181	4.31446	4.84775E-05	117
rs7616772	1.0e+0	Suicide or other Intentional self-harm	Psychiatric endpoints from Katri Räikkönen	-0.0690796	0.0170092	4.31158	0.0000488	8978
rs34267226	No data in gnomAD	Scleritis	VII Diseases of the eye and adnexa (H7_)	2.97217	0.731928	4.31053	4.89181E-05	290
rs982643796	6.2e+0	Colour vision deficiencies	VII Diseases of the eye and adnexa (H7_)	3.6596	0.901276	4.31003	4.89745E-05	109
